Item Purchased,Category,Color,Location,Size,Gender,Shipping Type,Payment Method,Discount Applied,Subscription Status,Season,Frequency of Purchases,Previous Purchases,Purchase Amount (USD),Age,Category_Item_Color,Category_Item_Size,Category_Item_Location,Prob Alta (%),Classe Prevista,Risco de Review
Jacket,Outerwear,White,California,M,Female,Standard,Credit Card,1,1,Fall,Occasionally,8,51.75,23,Outerwear_Jacket_White,Outerwear_Jacket_M,Outerwear_Jacket_California,47.68,Não-Alta,Baixa
Jacket,Accessories,Green,Nevada,L,Female,Express,PayPal,1,0,Fall,Monthly,5,328.55,37,Accessories_Jacket_Green,Accessories_Jacket_L,Accessories_Jacket_Nevada,63.78,Alta,Moderada
Dress,Clothing,Red,New York,L,Female,Express,PayPal,1,0,Spring,Occasionally,3,330.29,28,Clothing_Dress_Red,Clothing_Dress_L,Clothing_Dress_New York,93.27,Alta,Alta probabilidade
Shoes,Footwear,Yellow,California,L,Female,Standard,Credit Card,1,1,Spring,Occasionally,3,478.55,49,Footwear_Shoes_Yellow,Footwear_Shoes_L,Footwear_Shoes_California,95.69,Alta,Alta probabilidade
Jacket,Outerwear,Green,Texas,L,Male,Standard,PayPal,0,1,Summer,Monthly,2,11.48,44,Outerwear_Jacket_Green,Outerwear_Jacket_L,Outerwear_Jacket_Texas,79.48,Alta,Alta probabilidade
T-shirt,Footwear,Blue,Nevada,S,Male,Standard,Debit Card,1,0,Winter,Occasionally,6,131.49,38,Footwear_T-shirt_Blue,Footwear_T-shirt_S,Footwear_T-shirt_Nevada,61.6,Alta,Moderada
Shoes,Accessories,Yellow,Florida,L,Male,Standard,PayPal,1,0,Spring,Monthly,2,464.62,61,Accessories_Shoes_Yellow,Accessories_Shoes_L,Accessories_Shoes_Florida,89.33,Alta,Alta probabilidade
Shoes,Footwear,White,Nevada,M,Male,Express,PayPal,1,0,Winter,Weekly,1,466.75,65,Footwear_Shoes_White,Footwear_Shoes_M,Footwear_Shoes_Nevada,88.93,Alta,Alta probabilidade
Shoes,Footwear,Red,Florida,XL,Male,Express,Credit Card,1,0,Winter,Monthly,9,363.09,67,Footwear_Shoes_Red,Footwear_Shoes_XL,Footwear_Shoes_Florida,80.56,Alta,Alta probabilidade
Dress,Outerwear,Blue,New York,L,Male,Standard,PayPal,0,0,Spring,Monthly,7,385.22,30,Outerwear_Dress_Blue,Outerwear_Dress_L,Outerwear_Dress_New York,84.31,Alta,Alta probabilidade
Jacket,Clothing,Blue,Florida,S,Female,Standard,PayPal,0,1,Fall,Occasionally,3,54.83,39,Clothing_Jacket_Blue,Clothing_Jacket_S,Clothing_Jacket_Florida,47.33,Não-Alta,Baixa
Dress,Footwear,Green,New York,M,Male,Express,Debit Card,1,0,Summer,Weekly,7,261.8,52,Footwear_Dress_Green,Footwear_Dress_M,Footwear_Dress_New York,58.33,Alta,Moderada
Jacket,Clothing,Blue,Texas,XL,Male,Standard,Credit Card,1,0,Winter,Monthly,0,123.48,64,Clothing_Jacket_Blue,Clothing_Jacket_XL,Clothing_Jacket_Texas,71.76,Alta,Alta probabilidade
Dress,Accessories,White,Florida,XL,Female,Express,Credit Card,1,1,Fall,Weekly,4,98.8,39,Accessories_Dress_White,Accessories_Dress_XL,Accessories_Dress_Florida,63.04,Alta,Moderada
Dress,Footwear,White,Nevada,L,Male,Standard,Debit Card,0,0,Spring,Weekly,8,407.05,45,Footwear_Dress_White,Footwear_Dress_L,Footwear_Dress_Nevada,86.65,Alta,Alta probabilidade
T-shirt,Outerwear,Black,New York,XL,Female,Express,PayPal,0,0,Winter,Occasionally,0,76.17,38,Outerwear_T-shirt_Black,Outerwear_T-shirt_XL,Outerwear_T-shirt_New York,70.02,Alta,Alta probabilidade
Dress,Accessories,White,Nevada,L,Female,Express,Credit Card,0,1,Winter,Monthly,3,239.64,63,Accessories_Dress_White,Accessories_Dress_L,Accessories_Dress_Nevada,69.31,Alta,Moderada
Jeans,Accessories,Yellow,California,L,Male,Express,Credit Card,0,0,Winter,Occasionally,5,469.9,35,Accessories_Jeans_Yellow,Accessories_Jeans_L,Accessories_Jeans_California,90.02,Alta,Alta probabilidade
T-shirt,Outerwear,Blue,New York,M,Female,Express,PayPal,0,1,Fall,Monthly,9,101.06,48,Outerwear_T-shirt_Blue,Outerwear_T-shirt_M,Outerwear_T-shirt_New York,52.07,Alta,Moderada
Dress,Footwear,White,Florida,M,Male,Express,PayPal,1,0,Fall,Weekly,7,489.22,63,Footwear_Dress_White,Footwear_Dress_M,Footwear_Dress_Florida,82.02,Alta,Alta probabilidade
Shoes,Footwear,Green,New York,S,Male,Standard,Credit Card,0,0,Fall,Monthly,2,497.2,54,Footwear_Shoes_Green,Footwear_Shoes_S,Footwear_Shoes_New York,84.96,Alta,Alta probabilidade
Jeans,Accessories,Black,Nevada,M,Female,Express,PayPal,0,0,Winter,Monthly,4,282.25,38,Accessories_Jeans_Black,Accessories_Jeans_M,Accessories_Jeans_Nevada,65.39,Alta,Moderada
Jeans,Footwear,Blue,Texas,M,Female,Standard,Credit Card,1,1,Winter,Weekly,6,93.37,31,Footwear_Jeans_Blue,Footwear_Jeans_M,Footwear_Jeans_Texas,59.71,Alta,Moderada
Jeans,Clothing,Black,New York,L,Male,Express,PayPal,0,1,Summer,Weekly,0,164.89,42,Clothing_Jeans_Black,Clothing_Jeans_L,Clothing_Jeans_New York,77.8,Alta,Alta probabilidade
T-shirt,Outerwear,Blue,Florida,M,Female,Express,PayPal,0,1,Summer,Monthly,6,218.0,44,Outerwear_T-shirt_Blue,Outerwear_T-shirt_M,Outerwear_T-shirt_Florida,64.12,Alta,Moderada
Dress,Clothing,Green,California,L,Female,Standard,Debit Card,0,1,Fall,Occasionally,7,161.57,57,Clothing_Dress_Green,Clothing_Dress_L,Clothing_Dress_California,61.7,Alta,Moderada
Dress,Footwear,Black,Texas,L,Male,Standard,PayPal,1,0,Fall,Monthly,7,147.51,40,Footwear_Dress_Black,Footwear_Dress_L,Footwear_Dress_Texas,76.38,Alta,Alta probabilidade
Shoes,Accessories,Red,California,M,Male,Standard,Debit Card,0,1,Spring,Weekly,8,486.39,48,Accessories_Shoes_Red,Accessories_Shoes_M,Accessories_Shoes_California,88.54,Alta,Alta probabilidade
Shoes,Outerwear,Yellow,New York,S,Female,Standard,PayPal,1,1,Fall,Occasionally,5,85.15,64,Outerwear_Shoes_Yellow,Outerwear_Shoes_S,Outerwear_Shoes_New York,59.39,Alta,Moderada
Jeans,Footwear,Yellow,Nevada,S,Male,Express,Credit Card,1,1,Summer,Weekly,5,369.33,46,Footwear_Jeans_Yellow,Footwear_Jeans_S,Footwear_Jeans_Nevada,83.07,Alta,Alta probabilidade
Shoes,Footwear,Blue,Nevada,XL,Male,Standard,Credit Card,0,0,Summer,Weekly,1,10.2,64,Footwear_Shoes_Blue,Footwear_Shoes_XL,Footwear_Shoes_Nevada,51.5,Alta,Moderada
T-shirt,Accessories,Red,Florida,XL,Male,Express,PayPal,0,0,Summer,Occasionally,2,302.13,47,Accessories_T-shirt_Red,Accessories_T-shirt_XL,Accessories_T-shirt_Florida,79.46,Alta,Alta probabilidade
Dress,Accessories,Black,Nevada,M,Male,Standard,PayPal,0,1,Winter,Weekly,3,458.81,68,Accessories_Dress_Black,Accessories_Dress_M,Accessories_Dress_Nevada,87.69,Alta,Alta probabilidade
Jeans,Clothing,Red,Texas,S,Male,Standard,Credit Card,0,1,Winter,Weekly,3,151.09,43,Clothing_Jeans_Red,Clothing_Jeans_S,Clothing_Jeans_Texas,71.42,Alta,Alta probabilidade
Shoes,Outerwear,Red,Nevada,L,Male,Express,PayPal,1,0,Fall,Weekly,7,100.91,37,Outerwear_Shoes_Red,Outerwear_Shoes_L,Outerwear_Shoes_Nevada,40.45,Não-Alta,Baixa
T-shirt,Outerwear,Black,Florida,XL,Male,Express,Debit Card,0,1,Spring,Weekly,0,329.32,55,Outerwear_T-shirt_Black,Outerwear_T-shirt_XL,Outerwear_T-shirt_Florida,90.68,Alta,Alta probabilidade
T-shirt,Accessories,Green,New York,L,Female,Standard,Debit Card,1,1,Spring,Weekly,9,359.17,36,Accessories_T-shirt_Green,Accessories_T-shirt_L,Accessories_T-shirt_New York,82.72,Alta,Alta probabilidade
Shoes,Clothing,Red,New York,XL,Male,Express,Debit Card,1,1,Spring,Weekly,3,347.13,44,Clothing_Shoes_Red,Clothing_Shoes_XL,Clothing_Shoes_New York,79.33,Alta,Alta probabilidade
Dress,Outerwear,Red,Nevada,M,Female,Express,Debit Card,1,1,Winter,Weekly,3,166.47,42,Outerwear_Dress_Red,Outerwear_Dress_M,Outerwear_Dress_Nevada,50.88,Alta,Moderada
Shoes,Accessories,Green,California,S,Female,Express,Debit Card,1,0,Summer,Weekly,0,133.58,57,Accessories_Shoes_Green,Accessories_Shoes_S,Accessories_Shoes_California,44.72,Não-Alta,Baixa
Jeans,Footwear,Red,New York,XL,Female,Express,PayPal,1,0,Summer,Weekly,2,478.4,55,Footwear_Jeans_Red,Footwear_Jeans_XL,Footwear_Jeans_New York,82.19,Alta,Alta probabilidade
Shoes,Outerwear,Red,Nevada,S,Male,Express,PayPal,0,0,Winter,Monthly,4,462.42,69,Outerwear_Shoes_Red,Outerwear_Shoes_S,Outerwear_Shoes_Nevada,79.72,Alta,Alta probabilidade
T-shirt,Clothing,Red,Florida,L,Male,Express,Debit Card,1,1,Spring,Monthly,5,234.09,40,Clothing_T-shirt_Red,Clothing_T-shirt_L,Clothing_T-shirt_Florida,76.69,Alta,Alta probabilidade
Shoes,Clothing,Yellow,Nevada,M,Female,Express,PayPal,1,1,Spring,Weekly,8,424.63,46,Clothing_Shoes_Yellow,Clothing_Shoes_M,Clothing_Shoes_Nevada,81.22,Alta,Alta probabilidade
Dress,Clothing,White,New York,S,Male,Express,PayPal,0,0,Fall,Monthly,8,231.64,32,Clothing_Dress_White,Clothing_Dress_S,Clothing_Dress_New York,57.11,Alta,Moderada
Jacket,Footwear,Green,Florida,M,Female,Standard,Debit Card,0,0,Fall,Occasionally,8,217.95,20,Footwear_Jacket_Green,Footwear_Jacket_M,Footwear_Jacket_Florida,62.66,Alta,Moderada
Shoes,Outerwear,Red,Nevada,S,Male,Express,PayPal,1,0,Spring,Monthly,0,86.81,27,Outerwear_Shoes_Red,Outerwear_Shoes_S,Outerwear_Shoes_Nevada,46.94,Não-Alta,Baixa
Dress,Outerwear,Yellow,Texas,L,Male,Standard,PayPal,1,1,Winter,Weekly,8,218.94,32,Outerwear_Dress_Yellow,Outerwear_Dress_L,Outerwear_Dress_Texas,85.94,Alta,Alta probabilidade
Dress,Footwear,Green,Florida,L,Female,Express,PayPal,0,0,Spring,Weekly,7,273.33,33,Footwear_Dress_Green,Footwear_Dress_L,Footwear_Dress_Florida,68.81,Alta,Moderada
T-shirt,Outerwear,Blue,Texas,M,Female,Express,Debit Card,1,1,Fall,Monthly,1,21.03,34,Outerwear_T-shirt_Blue,Outerwear_T-shirt_M,Outerwear_T-shirt_Texas,53.7,Alta,Moderada
Dress,Footwear,Blue,California,L,Female,Express,PayPal,0,1,Spring,Weekly,0,227.62,36,Footwear_Dress_Blue,Footwear_Dress_L,Footwear_Dress_California,72.52,Alta,Alta probabilidade
Dress,Footwear,Red,Florida,XL,Male,Express,Credit Card,0,0,Winter,Occasionally,0,392.86,28,Footwear_Dress_Red,Footwear_Dress_XL,Footwear_Dress_Florida,87.25,Alta,Alta probabilidade
Dress,Footwear,Yellow,Texas,S,Female,Standard,Credit Card,1,0,Summer,Occasionally,5,343.22,65,Footwear_Dress_Yellow,Footwear_Dress_S,Footwear_Dress_Texas,89.99,Alta,Alta probabilidade
Dress,Clothing,Yellow,New York,L,Male,Standard,Debit Card,0,1,Winter,Weekly,8,321.23,22,Clothing_Dress_Yellow,Clothing_Dress_L,Clothing_Dress_New York,93.98,Alta,Alta probabilidade
Jeans,Outerwear,Green,New York,XL,Male,Express,Credit Card,1,0,Winter,Occasionally,6,455.68,22,Outerwear_Jeans_Green,Outerwear_Jeans_XL,Outerwear_Jeans_New York,83.6,Alta,Alta probabilidade
Jeans,Footwear,Green,California,M,Male,Standard,Debit Card,1,0,Fall,Occasionally,4,18.84,31,Footwear_Jeans_Green,Footwear_Jeans_M,Footwear_Jeans_California,33.66,Não-Alta,Baixa
T-shirt,Outerwear,Yellow,Florida,XL,Female,Express,Credit Card,1,1,Winter,Monthly,1,282.95,67,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_XL,Outerwear_T-shirt_Florida,87.29,Alta,Alta probabilidade
Shoes,Clothing,Green,Florida,M,Female,Express,Credit Card,0,1,Winter,Occasionally,0,395.8,43,Clothing_Shoes_Green,Clothing_Shoes_M,Clothing_Shoes_Florida,70.89,Alta,Alta probabilidade
Dress,Footwear,Yellow,Florida,M,Female,Standard,Credit Card,1,1,Fall,Monthly,1,275.25,25,Footwear_Dress_Yellow,Footwear_Dress_M,Footwear_Dress_Florida,82.39,Alta,Alta probabilidade
Shoes,Accessories,White,California,S,Male,Standard,Debit Card,0,1,Fall,Weekly,0,168.71,22,Accessories_Shoes_White,Accessories_Shoes_S,Accessories_Shoes_California,72.45,Alta,Alta probabilidade
Shoes,Clothing,Yellow,Florida,S,Male,Express,Debit Card,1,1,Summer,Monthly,2,76.76,24,Clothing_Shoes_Yellow,Clothing_Shoes_S,Clothing_Shoes_Florida,57.0,Alta,Moderada
T-shirt,Accessories,Blue,New York,XL,Female,Express,PayPal,1,0,Spring,Weekly,5,444.91,33,Accessories_T-shirt_Blue,Accessories_T-shirt_XL,Accessories_T-shirt_New York,88.83,Alta,Alta probabilidade
Dress,Outerwear,Green,Texas,S,Male,Standard,Debit Card,0,1,Winter,Weekly,7,240.67,31,Outerwear_Dress_Green,Outerwear_Dress_S,Outerwear_Dress_Texas,81.65,Alta,Alta probabilidade
Dress,Outerwear,Yellow,New York,S,Male,Express,Credit Card,1,1,Fall,Weekly,2,440.28,54,Outerwear_Dress_Yellow,Outerwear_Dress_S,Outerwear_Dress_New York,90.34,Alta,Alta probabilidade
Jacket,Clothing,Yellow,New York,S,Female,Standard,Credit Card,1,1,Summer,Weekly,9,297.07,58,Clothing_Jacket_Yellow,Clothing_Jacket_S,Clothing_Jacket_New York,82.6,Alta,Alta probabilidade
Shoes,Outerwear,Green,Texas,XL,Female,Express,Debit Card,0,0,Spring,Weekly,8,340.35,21,Outerwear_Shoes_Green,Outerwear_Shoes_XL,Outerwear_Shoes_Texas,86.4,Alta,Alta probabilidade
Shoes,Accessories,White,New York,L,Female,Express,Debit Card,0,1,Fall,Monthly,9,404.09,53,Accessories_Shoes_White,Accessories_Shoes_L,Accessories_Shoes_New York,80.26,Alta,Alta probabilidade
Jeans,Footwear,White,California,S,Male,Standard,Debit Card,0,1,Spring,Weekly,4,332.99,65,Footwear_Jeans_White,Footwear_Jeans_S,Footwear_Jeans_California,83.36,Alta,Alta probabilidade
Jacket,Footwear,Green,Texas,S,Male,Standard,PayPal,1,1,Spring,Occasionally,6,205.05,34,Footwear_Jacket_Green,Footwear_Jacket_S,Footwear_Jacket_Texas,78.76,Alta,Alta probabilidade
Jeans,Footwear,Black,New York,XL,Male,Standard,Credit Card,0,0,Winter,Occasionally,7,261.68,64,Footwear_Jeans_Black,Footwear_Jeans_XL,Footwear_Jeans_New York,82.06,Alta,Alta probabilidade
Jeans,Clothing,Green,Nevada,L,Male,Express,PayPal,0,1,Winter,Weekly,2,403.49,53,Clothing_Jeans_Green,Clothing_Jeans_L,Clothing_Jeans_Nevada,79.37,Alta,Alta probabilidade
Jeans,Outerwear,Green,New York,S,Male,Express,PayPal,1,1,Fall,Occasionally,1,193.09,23,Outerwear_Jeans_Green,Outerwear_Jeans_S,Outerwear_Jeans_New York,52.21,Alta,Moderada
T-shirt,Accessories,White,California,M,Female,Express,Credit Card,0,1,Spring,Monthly,1,200.18,33,Accessories_T-shirt_White,Accessories_T-shirt_M,Accessories_T-shirt_California,77.31,Alta,Alta probabilidade
T-shirt,Outerwear,White,Florida,XL,Male,Express,Credit Card,1,0,Fall,Monthly,4,56.89,46,Outerwear_T-shirt_White,Outerwear_T-shirt_XL,Outerwear_T-shirt_Florida,62.74,Alta,Moderada
Jeans,Outerwear,Green,New York,S,Male,Standard,Debit Card,1,0,Fall,Weekly,0,458.15,53,Outerwear_Jeans_Green,Outerwear_Jeans_S,Outerwear_Jeans_New York,78.47,Alta,Alta probabilidade
Jacket,Outerwear,Green,Florida,S,Male,Express,Debit Card,0,0,Spring,Weekly,1,54.61,55,Outerwear_Jacket_Green,Outerwear_Jacket_S,Outerwear_Jacket_Florida,78.86,Alta,Alta probabilidade
Shoes,Footwear,Green,Nevada,M,Female,Express,PayPal,1,0,Fall,Weekly,8,327.62,54,Footwear_Shoes_Green,Footwear_Shoes_M,Footwear_Shoes_Nevada,67.71,Alta,Moderada
Jacket,Accessories,White,New York,M,Female,Express,Debit Card,0,1,Spring,Occasionally,6,212.47,65,Accessories_Jacket_White,Accessories_Jacket_M,Accessories_Jacket_New York,66.48,Alta,Moderada
Dress,Accessories,Green,Texas,XL,Female,Standard,Debit Card,0,1,Spring,Occasionally,5,208.75,65,Accessories_Dress_Green,Accessories_Dress_XL,Accessories_Dress_Texas,80.95,Alta,Alta probabilidade
T-shirt,Outerwear,Green,Florida,XL,Male,Express,Credit Card,0,0,Spring,Monthly,8,342.98,27,Outerwear_T-shirt_Green,Outerwear_T-shirt_XL,Outerwear_T-shirt_Florida,86.98,Alta,Alta probabilidade
Shoes,Footwear,Red,Nevada,M,Female,Express,Credit Card,0,0,Spring,Occasionally,6,42.88,58,Footwear_Shoes_Red,Footwear_Shoes_M,Footwear_Shoes_Nevada,34.26,Não-Alta,Baixa
Shoes,Footwear,Black,Texas,XL,Female,Standard,Debit Card,1,1,Summer,Monthly,4,300.92,53,Footwear_Shoes_Black,Footwear_Shoes_XL,Footwear_Shoes_Texas,70.88,Alta,Alta probabilidade
Dress,Accessories,Blue,Texas,M,Female,Express,Credit Card,1,1,Spring,Occasionally,8,388.3,46,Accessories_Dress_Blue,Accessories_Dress_M,Accessories_Dress_Texas,84.76,Alta,Alta probabilidade
Dress,Footwear,Black,Texas,S,Male,Express,Debit Card,0,0,Winter,Monthly,5,415.82,31,Footwear_Dress_Black,Footwear_Dress_S,Footwear_Dress_Texas,92.79,Alta,Alta probabilidade
Jeans,Footwear,Red,Texas,M,Female,Standard,Credit Card,0,0,Winter,Weekly,5,93.56,21,Footwear_Jeans_Red,Footwear_Jeans_M,Footwear_Jeans_Texas,62.13,Alta,Moderada
T-shirt,Footwear,Blue,New York,M,Male,Express,Credit Card,1,0,Winter,Occasionally,3,449.74,61,Footwear_T-shirt_Blue,Footwear_T-shirt_M,Footwear_T-shirt_New York,83.35,Alta,Alta probabilidade
T-shirt,Clothing,Green,New York,L,Male,Express,Credit Card,0,0,Spring,Monthly,0,331.51,59,Clothing_T-shirt_Green,Clothing_T-shirt_L,Clothing_T-shirt_New York,85.0,Alta,Alta probabilidade
Jacket,Outerwear,Red,New York,M,Female,Express,Credit Card,1,1,Winter,Occasionally,4,442.11,53,Outerwear_Jacket_Red,Outerwear_Jacket_M,Outerwear_Jacket_New York,80.12,Alta,Alta probabilidade
Jeans,Accessories,Green,Nevada,M,Male,Standard,Debit Card,0,0,Summer,Weekly,8,247.79,67,Accessories_Jeans_Green,Accessories_Jeans_M,Accessories_Jeans_Nevada,51.3,Alta,Moderada
Jeans,Accessories,White,Nevada,L,Female,Express,PayPal,1,0,Fall,Monthly,7,275.6,62,Accessories_Jeans_White,Accessories_Jeans_L,Accessories_Jeans_Nevada,54.69,Alta,Moderada
Jeans,Clothing,Yellow,Nevada,XL,Male,Express,Credit Card,1,1,Spring,Occasionally,7,460.33,30,Clothing_Jeans_Yellow,Clothing_Jeans_XL,Clothing_Jeans_Nevada,89.28,Alta,Alta probabilidade
Jeans,Outerwear,Red,California,L,Female,Standard,Debit Card,1,1,Winter,Occasionally,4,450.96,63,Outerwear_Jeans_Red,Outerwear_Jeans_L,Outerwear_Jeans_California,80.82,Alta,Alta probabilidade
T-shirt,Accessories,White,Nevada,S,Female,Standard,Debit Card,0,1,Summer,Weekly,8,229.6,35,Accessories_T-shirt_White,Accessories_T-shirt_S,Accessories_T-shirt_Nevada,77.18,Alta,Alta probabilidade
T-shirt,Footwear,Red,New York,L,Female,Express,Credit Card,0,1,Fall,Weekly,2,144.46,50,Footwear_T-shirt_Red,Footwear_T-shirt_L,Footwear_T-shirt_New York,66.04,Alta,Moderada
Jeans,Accessories,Red,New York,S,Male,Express,PayPal,0,1,Summer,Monthly,2,202.65,38,Accessories_Jeans_Red,Accessories_Jeans_S,Accessories_Jeans_New York,59.47,Alta,Moderada
Jacket,Footwear,White,California,XL,Female,Express,Credit Card,0,0,Winter,Occasionally,0,200.0,33,Footwear_Jacket_White,Footwear_Jacket_XL,Footwear_Jacket_California,79.09,Alta,Alta probabilidade
Shoes,Clothing,Blue,California,L,Male,Express,Debit Card,0,0,Summer,Occasionally,8,150.56,32,Clothing_Shoes_Blue,Clothing_Shoes_L,Clothing_Shoes_California,50.53,Alta,Moderada
Shoes,Footwear,Black,Nevada,L,Female,Standard,PayPal,1,0,Fall,Weekly,5,141.6,22,Footwear_Shoes_Black,Footwear_Shoes_L,Footwear_Shoes_Nevada,66.77,Alta,Moderada
Jacket,Accessories,Green,Florida,XL,Male,Express,Debit Card,1,1,Winter,Weekly,1,431.92,23,Accessories_Jacket_Green,Accessories_Jacket_XL,Accessories_Jacket_Florida,86.47,Alta,Alta probabilidade
Jeans,Accessories,Red,California,S,Male,Standard,Credit Card,1,0,Fall,Monthly,7,44.23,55,Accessories_Jeans_Red,Accessories_Jeans_S,Accessories_Jeans_California,44.52,Não-Alta,Baixa
T-shirt,Accessories,Green,Texas,L,Female,Standard,PayPal,1,1,Summer,Occasionally,8,342.03,20,Accessories_T-shirt_Green,Accessories_T-shirt_L,Accessories_T-shirt_Texas,84.9,Alta,Alta probabilidade
Shoes,Clothing,Yellow,New York,S,Female,Express,Debit Card,1,0,Spring,Occasionally,8,94.68,65,Clothing_Shoes_Yellow,Clothing_Shoes_S,Clothing_Shoes_New York,53.59,Alta,Moderada
Dress,Clothing,White,Texas,L,Female,Express,Debit Card,1,0,Spring,Monthly,1,178.81,29,Clothing_Dress_White,Clothing_Dress_L,Clothing_Dress_Texas,53.21,Alta,Moderada
Dress,Outerwear,Green,New York,M,Female,Standard,Debit Card,1,1,Spring,Monthly,1,40.16,53,Outerwear_Dress_Green,Outerwear_Dress_M,Outerwear_Dress_New York,43.4,Não-Alta,Baixa
Jacket,Accessories,White,New York,L,Female,Standard,Credit Card,0,1,Spring,Weekly,6,142.29,50,Accessories_Jacket_White,Accessories_Jacket_L,Accessories_Jacket_New York,72.06,Alta,Alta probabilidade
Jeans,Footwear,Green,California,XL,Male,Express,PayPal,1,0,Fall,Weekly,3,386.53,53,Footwear_Jeans_Green,Footwear_Jeans_XL,Footwear_Jeans_California,76.15,Alta,Alta probabilidade
Shoes,Clothing,Black,California,XL,Female,Standard,Credit Card,0,0,Spring,Monthly,0,443.66,50,Clothing_Shoes_Black,Clothing_Shoes_XL,Clothing_Shoes_California,92.47,Alta,Alta probabilidade
Jeans,Accessories,Black,Texas,S,Female,Express,Credit Card,1,0,Fall,Monthly,7,118.55,48,Accessories_Jeans_Black,Accessories_Jeans_S,Accessories_Jeans_Texas,64.96,Alta,Moderada
Shoes,Accessories,Black,New York,L,Male,Express,Credit Card,1,0,Winter,Occasionally,1,237.14,38,Accessories_Shoes_Black,Accessories_Shoes_L,Accessories_Shoes_New York,71.24,Alta,Alta probabilidade
Jacket,Clothing,Black,Texas,S,Female,Standard,PayPal,0,0,Spring,Monthly,2,240.46,44,Clothing_Jacket_Black,Clothing_Jacket_S,Clothing_Jacket_Texas,84.94,Alta,Alta probabilidade
Jacket,Outerwear,Black,Florida,S,Female,Standard,Credit Card,1,1,Fall,Monthly,4,438.05,44,Outerwear_Jacket_Black,Outerwear_Jacket_S,Outerwear_Jacket_Florida,97.0,Alta,Alta probabilidade
Dress,Clothing,Black,Texas,M,Male,Express,Credit Card,0,1,Spring,Occasionally,2,383.77,25,Clothing_Dress_Black,Clothing_Dress_M,Clothing_Dress_Texas,94.22,Alta,Alta probabilidade
Jeans,Clothing,White,Nevada,M,Female,Standard,Credit Card,1,1,Spring,Monthly,6,261.41,54,Clothing_Jeans_White,Clothing_Jeans_M,Clothing_Jeans_Nevada,46.45,Não-Alta,Baixa
Dress,Footwear,Red,Texas,XL,Female,Express,Credit Card,0,1,Spring,Weekly,6,338.67,49,Footwear_Dress_Red,Footwear_Dress_XL,Footwear_Dress_Texas,90.83,Alta,Alta probabilidade
Jeans,Footwear,Green,Nevada,S,Female,Express,Debit Card,1,0,Fall,Weekly,1,425.2,43,Footwear_Jeans_Green,Footwear_Jeans_S,Footwear_Jeans_Nevada,69.86,Alta,Moderada
Dress,Outerwear,Black,Nevada,XL,Male,Express,Credit Card,0,0,Summer,Occasionally,6,14.67,19,Outerwear_Dress_Black,Outerwear_Dress_XL,Outerwear_Dress_Nevada,61.54,Alta,Moderada
T-shirt,Accessories,White,Nevada,L,Female,Standard,Debit Card,0,1,Spring,Monthly,5,207.42,29,Accessories_T-shirt_White,Accessories_T-shirt_L,Accessories_T-shirt_Nevada,77.91,Alta,Alta probabilidade
T-shirt,Clothing,White,Florida,S,Male,Express,Credit Card,1,0,Spring,Weekly,9,454.55,39,Clothing_T-shirt_White,Clothing_T-shirt_S,Clothing_T-shirt_Florida,93.5,Alta,Alta probabilidade
T-shirt,Outerwear,White,Texas,S,Female,Express,PayPal,1,1,Winter,Weekly,8,372.75,34,Outerwear_T-shirt_White,Outerwear_T-shirt_S,Outerwear_T-shirt_Texas,89.44,Alta,Alta probabilidade
T-shirt,Footwear,Red,Texas,L,Male,Express,Debit Card,0,0,Summer,Weekly,8,275.99,24,Footwear_T-shirt_Red,Footwear_T-shirt_L,Footwear_T-shirt_Texas,83.83,Alta,Alta probabilidade
Shoes,Clothing,Green,Florida,L,Female,Express,Debit Card,1,0,Fall,Weekly,1,269.53,60,Clothing_Shoes_Green,Clothing_Shoes_L,Clothing_Shoes_Florida,49.72,Não-Alta,Baixa
T-shirt,Accessories,Red,New York,XL,Male,Express,Debit Card,0,0,Winter,Monthly,6,180.41,21,Accessories_T-shirt_Red,Accessories_T-shirt_XL,Accessories_T-shirt_New York,75.63,Alta,Alta probabilidade
Jacket,Footwear,Blue,California,XL,Male,Express,Debit Card,1,1,Spring,Monthly,4,265.06,54,Footwear_Jacket_Blue,Footwear_Jacket_XL,Footwear_Jacket_California,80.78,Alta,Alta probabilidade
